@relation credits-clean-nominal-weka.filters.unsupervised.attribute.Remove-R1

@attribute checking_status {<0,0<=X<200,'no checking',>=200}
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,'new car','used car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount {moderate,really-high,high,exceptional,very-low,low}
@attribute saving_status {'no known savings',<100,500<=X<1000,>=1000,100<=X<500}
@attribute personal_status {'male single','female div/dep/mar','male div/sep','male mar/wid'}
@attribute age {elderly,young-adult,adult}
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt','unemp/unskilled non res'}
@attribute class {good,bad}

@data
0<=X<200,'no credits/all paid','new car',really-high,500<=X<1000,'female div/dep/mar',young-adult,skilled,good
<0,'all paid',furniture/equipment,high,500<=X<1000,'male single',young-adult,skilled,bad
'no checking','existing paid','new car',high,'no known savings','male single',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid',furniture/equipment,moderate,<100,'male mar/wid',adult,'unskilled resident',bad
'no checking','existing paid',radio/tv,high,100<=X<500,'male single',adult,skilled,bad
0<=X<200,'critical/other existing credit',business,high,<100,'male mar/wid',adult,'unemp/unskilled non res',good
<0,'delayed previously',business,high,<100,'male single',young-adult,skilled,bad
0<=X<200,'existing paid','used car',high,500<=X<1000,'female div/dep/mar',young-adult,skilled,bad
'no checking','existing paid',furniture/equipment,exceptional,<100,'female div/dep/mar',young-adult,'high qualif/self emp/mgmt',bad
<0,'existing paid','new car',moderate,<100,'female div/dep/mar',young-adult,skilled,good
<0,'critical/other existing credit',radio/tv,moderate,>=1000,'female div/dep/mar',adult,'high qualif/self emp/mgmt',good
>=200,'critical/other existing credit',radio/tv,high,'no known savings','male single',adult,'unskilled resident',good
0<=X<200,'critical/other existing credit',radio/tv,moderate,<100,'male single',adult,'unskilled resident',good
<0,'existing paid','new car',high,<100,'male single',adult,'unskilled resident',bad
0<=X<200,'existing paid',furniture/equipment,high,100<=X<500,'male single',young-adult,skilled,good
'no checking','critical/other existing credit',radio/tv,moderate,<100,'male mar/wid',young-adult,skilled,good
0<=X<200,'delayed previously','new car',high,<100,'male div/sep',adult,skilled,good
'no checking','existing paid','new car',high,'no known savings','male single',young-adult,skilled,good
'no checking','existing paid',radio/tv,high,500<=X<1000,'male single',adult,skilled,bad
0<=X<200,'existing paid',repairs,very-low,<100,'male mar/wid',young-adult,'unskilled resident',good
0<=X<200,'existing paid',radio/tv,moderate,'no known savings','female div/dep/mar',young-adult,skilled,good
0<=X<200,'critical/other existing credit',radio/tv,high,500<=X<1000,'male single',young-adult,'unskilled resident',bad
'no checking','existing paid',radio/tv,high,<100,'female div/dep/mar',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid',radio/tv,really-high,'no known savings','male mar/wid',young-adult,skilled,good
<0,'critical/other existing credit','new car',high,<100,'male single',adult,'unskilled resident',good
0<=X<200,'existing paid',repairs,moderate,100<=X<500,'male single',young-adult,skilled,good
'no checking','existing paid','new car',really-high,<100,'male single',adult,'unskilled resident',good
<0,'all paid','new car',moderate,<100,'female div/dep/mar',young-adult,'unemp/unskilled non res',bad
<0,'existing paid',business,really-high,<100,'male single',adult,skilled,bad
'no checking','critical/other existing credit',radio/tv,high,<100,'female div/dep/mar',adult,skilled,good
>=200,'existing paid',radio/tv,moderate,500<=X<1000,'female div/dep/mar',adult,'unskilled resident',good
0<=X<200,'existing paid',radio/tv,low,<100,'female div/dep/mar',elderly,skilled,good
0<=X<200,'delayed previously',business,high,'no known savings','male single',adult,skilled,good
'no checking','delayed previously','new car',high,<100,'male single',adult,'unskilled resident',bad
0<=X<200,'all paid','new car',moderate,100<=X<500,'male mar/wid',young-adult,skilled,bad
0<=X<200,'critical/other existing credit',furniture/equipment,really-high,<100,'male single',adult,skilled,bad
'no checking','existing paid',business,high,<100,'male single',adult,'high qualif/self emp/mgmt',bad
>=200,'existing paid','new car',high,100<=X<500,'female div/dep/mar',young-adult,'high qualif/self emp/mgmt',good
<0,'existing paid','used car',really-high,<100,'male single',young-adult,skilled,bad
'no checking','critical/other existing credit',furniture/equipment,high,<100,'male single',young-adult,'unskilled resident',good
<0,'critical/other existing credit',furniture/equipment,moderate,<100,'female div/dep/mar',young-adult,skilled,good
>=200,'no credits/all paid',business,really-high,<100,'male div/sep',adult,skilled,good
'no checking','existing paid',radio/tv,moderate,100<=X<500,'female div/dep/mar',elderly,skilled,good
<0,'existing paid','used car',really-high,<100,'male single',young-adult,'high qualif/self emp/mgmt',good
0<=X<200,'critical/other existing credit',radio/tv,moderate,<100,'male single',adult,'unskilled resident',good
'no checking','critical/other existing credit',education,high,'no known savings','male single',adult,'unskilled resident',good
'no checking','all paid',radio/tv,moderate,100<=X<500,'male single',adult,'unskilled resident',good
<0,'existing paid',radio/tv,moderate,'no known savings','male mar/wid',young-adult,'unskilled resident',good
<0,'existing paid',furniture/equipment,high,<100,'male single',young-adult,'high qualif/self emp/mgmt',good
'no checking','existing paid','new car',high,'no known savings','male single',adult,skilled,good
'no checking','existing paid',furniture/equipment,moderate,<100,'female div/dep/mar',adult,'unskilled resident',good
<0,'existing paid','used car',high,<100,'male div/sep',adult,'high qualif/self emp/mgmt',good
'no checking','existing paid',radio/tv,low,<100,'male single',adult,skilled,good
<0,'existing paid',radio/tv,moderate,<100,'male single',young-adult,skilled,bad
0<=X<200,'critical/other existing credit','used car',high,100<=X<500,'male single',young-adult,skilled,good
